44,53
44,54
44,55
44,56
44,57
44,58
44,59
44,60
44,61
44,62
44,63
45,50
45,51
45,52
45,53
45,62
45,63
46,49
46,50
46,60
46,61
46,62
47,48
47,49
47,54
47,55
47,56
47,57
47,58
47,59
47,60
48,47
48,48
48,49
48,50
48,51
48,52
48,53
48,54
49,33
49,34
49,35
49,36
49,37
49,38
49,39
49,40
49,41
49,42
49,43
49,44
49,45
49,46
49,47
49,48
49,49
50,32
50,33
50,45
50,46
50,49
51,32
51,33
51,44
51,45
51,49
52,33
52,34
52,42
52,43
52,44
52,49
53,34
53,35
53,40
53,41
53,42
53,49
54,36
54,37
54,38
54,39
54,49
55,48
55,49
56,47
56,48
57,46
57,47
